x,y
0.0,5.993428306022466
0.10101010101010101,4.975996650182883
0.20202020202020202,6.80042758125189
0.30303030303030304,8.803635470391809
0.40404040404040403,5.5417942606543384
0.5050505050505051,5.794352348727902
0.6060606060606061,9.673577146166298
0.7070707070707071,8.302546225982585
0.8080808080808081,6.081253248332117
0.9090909090909091,8.357847359899202
1.0101010101010102,6.5984171396276015
1.1111111111111112,6.846318270637264
1.2121212121212122,8.5142275734351
1.3131313131313131,4.456267793512688
1.4141414141414141,5.085517870327471
1.5151515151515151,7.663303729396843
1.6161616161616161,7.014741799735194
1.7171717171717171,9.92142395811984
1.8181818181818181,7.7294063944121225
1.9191919191919191,6.973372395309214
2.0202020202020203,12.98180258834816
2.121212121212121,9.851477702057231
2.2222222222222223,10.690611964931403
2.323232323232323,7.958584435653894
2.4242424242424243,9.971840611555695
2.525252525252525,11.534976492551046
2.6262626262626263,9.26366941081196
2.727272727272727,12.56957785487316
2.8282828282828283,10.869429690869461
2.929292929292929,11.739844823645768
3.0303030303030303,11.372344351298782
3.131313131313131,16.532839197300703
3.2323232323232323,13.053813631332213
3.3333333333333335,11.217911475421534
3.4343434343434343,15.230948410064963
3.5353535353535355,11.396696538441795
3.6363636363636362,14.508636280918601
3.7373737373737375,10.424094095674793
3.8383838383838382,11.939587498162734
3.9393939393939394,15.242207320223095
4.040404040404041,16.57794326100092
4.141414141414141,15.696271915915293
4.242424242424242,15.374764041284125
4.343434343434343,15.25637846740728
4.444444444444445,13.154067130376255
4.545454545454545,14.923947946846946
4.646464646464646,15.69488407424204
4.747474747474747,18.9829313211247
4.848484848484849,17.808448700349043
4.94949494949495,13.847657063011905
5.05050505050505,18.274430565052217
5.151515151515151,17.108623317955246
5.252525252525253,16.777469130701213
5.353535353535354,19.60719096152012
5.454545454545454,20.698362681355533
5.555555555555555,20.751449127121287
5.656565656565657,17.462979094968865
5.757575757575758,18.775514642236967
5.858585858585858,20.30899150927177
5.959595959595959,21.850080153234614
6.0606060606060606,19.19316667582457
6.161616161616162,20.03272245071277
6.262626262626262,18.443895708553598
6.363636363636363,18.516677660929567
6.4646464646464645,22.78666780640456
6.565656565656566,24.126621471283062
6.666666666666667,21.522646423506
6.767676767676767,23.926257714975964
6.8686868686868685,22.894989221812438
6.96969696969697,21.134002915032177
7.070707070707071,23.399558887784504
7.171717171717171,26.005366062224866
7.2727272727272725,23.110166103598278
7.373737373737374,26.563630745971444
7.474747474747475,18.4473784786892
7.575757575757575,25.583198948144386
7.6767676767676765,24.366013328395532
7.777777777777778,23.846429743512708
7.878787878787879,24.8804912500407
7.979797979797979,20.974357120293163
8.080808080808081,24.76267642634518
8.181818181818182,26.168770597568948
8.282828282828282,28.66285879655374
8.383838383838384,24.923055523048664
8.484848484848484,24.595134006334835
8.585858585858587,25.461132377477394
8.686868686868687,28.547975952575865
8.787878787878787,27.627199189016338
8.88888888888889,26.162701814688145
8.98989898989899,28.501282340974186
9.09090909090909,27.921427825968806
9.191919191919192,29.917087960863757
9.292929292929292,26.828217044568525
9.393939393939394,27.829524191652947
9.494949494949495,27.95315743110942
9.595959595959595,26.062869093634752
9.696969696969697,29.834664796553394
9.797979797979798,30.017060039309275
9.8989898989899,29.75770166075967
10.0,29.530825733249706
